created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-06-24 00:09:00,SR-1920383,Priority 2,Ravi Iyer,Network,Connectivity,Connectivity issue reported by Ravi Iyer,In Progress,,,High,3000
2025-03-31 22:38:00,INC-1957483,Priority 1,Kunal Fernandes,ACCOPS,Token Reset,Token Reset issue reported by Kunal Fernandes,Open,,,Critical,1000
2025-07-17 20:51:00,INC-1977394,Priority 3,Sadhana Wilson,IT Support,Email Access,Email Access issue reported by Sadhana Wilson,Closed,2025-07-18 02:07:12,5.27,Low,3000
2025-05-02 14:20:00,SR-1919037,Priority 4,Neha Iyer,HR,Compliance,Compliance issue reported by Neha Iyer,In Progress,,,High,10000
2025-06-22 14:17:00,SR-1908080,Priority 2,Priya Singh,Network,Connectivity,Connectivity issue reported by Priya Singh,Closed,2025-06-26 07:45:12,89.47,Medium,500
2025-04-20 14:50:00,SR-1928852,Priority 2,Neha Verma,Finance,Budget Request,Budget Request issue reported by Neha Verma,In Progress,,,Low,500
2025-07-22 02:07:00,INC-1976710,Priority 4,George Singh,ACCOPS,VPN,VPN issue reported by George Singh,Open,,,Medium,5000
2025-07-19 10:03:00,SR-1944144,Priority 3,Kunal Wilson,Finance,Invoice,Invoice issue reported by Kunal Wilson,Open,,,Low,1000
2025-02-21 21:06:00,INC-1915467,Priority 3,David Singh,HR,Payroll,Payroll issue reported by David Singh,Open,,,Low,10000
2025-04-26 15:51:00,INC-1962628,Priority 1,George Patel,Facilities,Seating,Seating issue reported by George Patel,In Progress,,,Critical,200
2025-07-27 07:33:00,INC-1911070,Priority 4,Alfarhan Khan,Network,Bandwidth,Bandwidth issue reported by Alfarhan Khan,Closed,2025-07-27 21:44:24,14.19,Critical,5000
2025-05-30 07:13:00,SR-1981496,Priority 1,Fatima Wilson,Network,Connectivity,Connectivity issue reported by Fatima Wilson,Closed,2025-06-02 01:05:48,65.88,Critical,3000
2025-05-12 16:55:00,SR-1916079,Priority 3,Alfarhan Dubey,IT Support,Email Access,Email Access issue reported by Alfarhan Dubey,Pending,,,High,1000
2025-04-28 07:43:00,INC-1926712,Priority 4,Fatima Verma,Network,Connectivity,Connectivity issue reported by Fatima Verma,In Progress,,,Medium,1000
2025-03-15 08:49:00,SR-1941476,Priority 2,Ravi Dubey,Network,Firewall,Firewall issue reported by Ravi Dubey,Closed,2025-03-17 14:22:36,53.56,High,200
2025-05-13 04:34:00,SR-1909934,Priority 4,Neha Sharma,Network,Connectivity,Connectivity issue reported by Neha Sharma,Closed,2025-05-15 03:17:12,46.72,Medium,10000
2025-02-06 17:39:00,SR-1950860,Priority 1,David Khan,Network,Firewall,Firewall issue reported by David Khan,Closed,2025-02-11 00:48:00,103.15,Low,500
2025-05-29 23:34:00,SR-1917444,Priority 2,Kunal Singh,Finance,Budget Request,Budget Request issue reported by Kunal Singh,In Progress,,,Medium,200
2025-07-20 05:57:00,INC-1927228,Priority 1,Sadhana Sharma,ACCOPS,VPN,VPN issue reported by Sadhana Sharma,Open,,,High,1000
2025-07-27 08:51:00,INC-1974754,Priority 3,Kunal Wilson,Finance,Expense Claim,Expense Claim issue reported by Kunal Wilson,In Progress,,,Low,3000
2025-04-02 13:17:00,SR-1977467,Priority 2,Ravi Dubey,Network,Firewall,Firewall issue reported by Ravi Dubey,Closed,2025-04-05 05:59:00,64.7,Critical,5000
2025-07-09 22:20:00,SR-1974717,Priority 1,Alfarhan Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Alfarhan Singh,Open,,,High,5000
2025-05-06 05:56:00,INC-1919863,Priority 4,Alfarhan Verma,Network,Firewall,Firewall issue reported by Alfarhan Verma,Closed,2025-05-10 17:49:24,107.89,Critical,3000
2025-04-08 03:35:00,INC-1942655,Priority 4,Ravi Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Ravi Singh,In Progress,,,Low,10000
2025-02-11 00:31:00,SR-1927118,Priority 3,Anjali Patel,Finance,Invoice,Invoice issue reported by Anjali Patel,Pending,,,Medium,200
2025-03-31 03:28:00,INC-1931803,Priority 4,Kunal Sharma,Finance,Budget Request,Budget Request issue reported by Kunal Sharma,Closed,2025-04-03 21:53:12,90.42,Low,5000
2025-03-11 08:30:00,SR-1954244,Priority 2,George Sharma,Finance,Budget Request,Budget Request issue reported by George Sharma,Open,,,Medium,10000
2025-02-11 12:15:00,SR-1999281,Priority 2,Kunal Iyer,Finance,Expense Claim,Expense Claim issue reported by Kunal Iyer,Closed,2025-02-16 04:27:36,112.21,Medium,500
2025-05-24 07:09:00,INC-1991657,Priority 2,Kunal Verma,Network,Bandwidth,Bandwidth issue reported by Kunal Verma,Pending,,,Low,1000
2025-07-18 17:51:00,SR-1909293,Priority 1,Fatima Demilian,Facilities,Seating,Seating issue reported by Fatima Demilian,Closed,2025-07-23 16:30:36,118.66,Medium,3000
2025-07-15 08:18:00,INC-1993955,Priority 2,Priya Singh,Finance,Budget Request,Budget Request issue reported by Priya Singh,In Progress,,,Critical,1000
2025-02-01 10:26:00,SR-1993410,Priority 2,Sadhana Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Sadhana Khan,Closed,2025-02-03 22:37:24,60.19,Critical,200
2025-05-05 11:50:00,SR-1960969,Priority 2,Anjali Sharma,IT Support,Software Install,Software Install issue reported by Anjali Sharma,In Progress,,,Critical,200
2025-02-18 09:48:00,SR-1948068,Priority 3,George Wilson,Finance,Invoice,Invoice issue reported by George Wilson,In Progress,,,Low,1000
2025-02-17 00:20:00,SR-1917175,Priority 3,Ravi Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Ravi Verma,Pending,,,High,1000
2025-05-28 20:15:00,SR-1995076,Priority 2,Neha Dubey,Network,Connectivity,Connectivity issue reported by Neha Dubey,Pending,,,Medium,200
2025-05-17 21:16:00,INC-1940969,Priority 1,Priya Iyer,IT Support,Email Access,Email Access issue reported by Priya Iyer,Pending,,,Medium,10000
2025-03-07 20:49:00,SR-1986012,Priority 4,Fatima Sharma,HR,Leave Policy,Leave Policy issue reported by Fatima Sharma,Open,,,Critical,5000
2025-04-30 09:20:00,SR-1926659,Priority 2,Fatima Iyer,HR,Payroll,Payroll issue reported by Fatima Iyer,In Progress,,,High,1000
2025-02-15 04:15:00,INC-1982731,Priority 1,George Wilson,Finance,Budget Request,Budget Request issue reported by George Wilson,Open,,,Critical,5000
2025-06-25 21:00:00,SR-1987293,Priority 1,Kunal Iyer,Facilities,Cafeteria,Cafeteria issue reported by Kunal Iyer,In Progress,,,Low,200
2025-07-22 07:32:00,INC-1974283,Priority 3,Ravi Dubey,IT Support,Email Access,Email Access issue reported by Ravi Dubey,Pending,,,Medium,5000
2025-07-23 09:29:00,SR-1947683,Priority 3,Neha Patel,Facilities,Seating,Seating issue reported by Neha Patel,Closed,2025-07-27 08:58:24,95.49,Medium,5000
2025-03-04 01:09:00,INC-1996812,Priority 1,Priya Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Iyer,Pending,,,High,1000
2025-04-09 13:03:00,INC-1949656,Priority 2,Priya Dubey,Network,Firewall,Firewall issue reported by Priya Dubey,Open,,,High,500
2025-03-24 09:15:00,INC-1977294,Priority 1,Kunal Demilian,HR,Leave Policy,Leave Policy issue reported by Kunal Demilian,Pending,,,Low,3000
2025-06-22 08:56:00,SR-1921137,Priority 1,Fatima Verma,Finance,Expense Claim,Expense Claim issue reported by Fatima Verma,In Progress,,,Low,5000
2025-05-12 01:23:00,SR-1930254,Priority 4,Ravi Verma,LM Onboarding,New joinee queries,New joinee queries issue reported by Ravi Verma,Pending,,,Medium,200
2025-06-07 11:12:00,SR-1937852,Priority 3,Sadhana Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Khan,In Progress,,,Medium,3000
2025-02-06 02:45:00,SR-1957569,Priority 1,Alfarhan Fernandes,HR,Leave Policy,Leave Policy issue reported by Alfarhan Fernandes,Closed,2025-02-11 01:30:00,118.75,Critical,200
2025-07-14 08:44:00,INC-1949715,Priority 3,Fatima Iyer,LM Onboarding,Resource Extension,Resource Extension issue reported by Fatima Iyer,Pending,,,Critical,1000
2025-05-29 09:07:00,SR-1984325,Priority 2,Alfarhan Singh,Facilities,Transport,Transport issue reported by Alfarhan Singh,Closed,2025-06-02 17:12:24,104.09,Low,5000
2025-05-05 13:56:00,INC-1978556,Priority 2,Fatima Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Khan,Pending,,,High,3000
2025-03-17 04:54:00,SR-1931800,Priority 1,David Fernandes,Facilities,Cafeteria,Cafeteria issue reported by David Fernandes,Open,,,Medium,1000
2025-05-08 03:26:00,SR-1945283,Priority 2,Neha Patel,Facilities,Transport,Transport issue reported by Neha Patel,Closed,2025-05-10 03:27:12,48.02,Low,3000
2025-05-06 20:57:00,SR-1936520,Priority 2,Anjali Singh,Facilities,Transport,Transport issue reported by Anjali Singh,Closed,2025-05-09 17:46:48,68.83,High,3000
2025-02-12 15:31:00,SR-1932519,Priority 4,Anjali Singh,Finance,Expense Claim,Expense Claim issue reported by Anjali Singh,In Progress,,,Low,10000
2025-03-14 23:53:00,SR-1927260,Priority 1,Priya Demilian,Finance,Expense Claim,Expense Claim issue reported by Priya Demilian,Open,,,Critical,3000
2025-07-24 20:35:00,SR-1990640,Priority 3,Priya Sharma,Finance,Expense Claim,Expense Claim issue reported by Priya Sharma,In Progress,,,High,10000
2025-05-13 08:14:00,SR-1923389,Priority 2,Sadhana Khan,IT Support,Email Access,Email Access issue reported by Sadhana Khan,Open,,,High,500
2025-07-04 02:48:00,SR-1909495,Priority 3,Kunal Fernandes,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Fernandes,Open,,,Medium,5000
2025-03-07 10:52:00,INC-1936350,Priority 3,George Fernandes,Facilities,Seating,Seating issue reported by George Fernandes,Pending,,,Critical,200
2025-07-11 12:26:00,INC-1971980,Priority 2,Kunal Patel,Finance,Expense Claim,Expense Claim issue reported by Kunal Patel,Closed,2025-07-15 00:09:12,83.72,Low,200
2025-07-05 00:54:00,INC-1968335,Priority 1,Anjali Patel,Network,Firewall,Firewall issue reported by Anjali Patel,In Progress,,,Medium,3000
2025-04-28 21:00:00,INC-1915140,Priority 3,Alfarhan Patel,Network,Firewall,Firewall issue reported by Alfarhan Patel,In Progress,,,Low,500
2025-05-25 11:34:00,SR-1938202,Priority 4,Fatima Fernandes,Finance,Budget Request,Budget Request issue reported by Fatima Fernandes,In Progress,,,Low,3000
2025-06-29 06:27:00,SR-1906373,Priority 1,Alfarhan Khan,ACCOPS,Account Access,Account Access issue reported by Alfarhan Khan,In Progress,,,Medium,200
2025-06-07 20:05:00,INC-1974945,Priority 3,Alfarhan Khan,IT Support,Email Access,Email Access issue reported by Alfarhan Khan,In Progress,,,Medium,3000
2025-04-14 08:55:00,SR-1904471,Priority 2,Priya Verma,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Verma,In Progress,,,High,3000
2025-07-27 13:24:00,SR-1968446,Priority 4,David Demilian,Facilities,Transport,Transport issue reported by David Demilian,Open,,,Medium,500
2025-03-14 17:34:00,INC-1988819,Priority 3,George Demilian,Network,Bandwidth,Bandwidth issue reported by George Demilian,Pending,,,Critical,3000
2025-05-10 14:14:00,SR-1956006,Priority 2,Kunal Singh,Network,Bandwidth,Bandwidth issue reported by Kunal Singh,In Progress,,,Critical,5000
2025-05-25 09:29:00,INC-1976676,Priority 3,Ravi Fernandes,Finance,Invoice,Invoice issue reported by Ravi Fernandes,In Progress,,,High,1000
2025-06-28 05:04:00,SR-1929227,Priority 1,Kunal Khan,IT Support,Software Install,Software Install issue reported by Kunal Khan,Open,,,Low,1000
2025-04-04 03:11:00,INC-1969469,Priority 2,Neha Iyer,Finance,Expense Claim,Expense Claim issue reported by Neha Iyer,Pending,,,Low,500
2025-03-15 02:58:00,SR-1996598,Priority 4,Priya Iyer,Network,Connectivity,Connectivity issue reported by Priya Iyer,Closed,2025-03-19 19:27:24,112.49,Low,10000
2025-02-22 22:25:00,INC-1919296,Priority 2,Alfarhan Fernandes,ACCOPS,Account Access,Account Access issue reported by Alfarhan Fernandes,Closed,2025-02-27 21:40:00,119.25,High,500
2025-06-28 07:21:00,SR-1914032,Priority 4,Alfarhan Wilson,IT Support,Email Access,Email Access issue reported by Alfarhan Wilson,Closed,2025-06-29 07:51:36,24.51,Low,500
2025-03-16 20:39:00,INC-1904116,Priority 2,David Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by David Khan,Pending,,,Critical,10000
2025-02-21 19:43:00,SR-1973133,Priority 1,Priya Wilson,HR,Compliance,Compliance issue reported by Priya Wilson,Pending,,,High,500
2025-03-26 16:52:00,INC-1968267,Priority 3,Fatima Wilson,HR,Leave Policy,Leave Policy issue reported by Fatima Wilson,Open,,,High,200
2025-02-25 16:51:00,SR-1985800,Priority 4,Priya Verma,LM Onboarding,Resource Extension,Resource Extension issue reported by Priya Verma,Open,,,High,10000
2025-03-26 09:23:00,INC-1990185,Priority 1,Neha Sharma,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Sharma,Pending,,,Low,5000
2025-02-19 02:35:00,SR-1989753,Priority 4,Neha Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Wilson,In Progress,,,Medium,5000
2025-03-24 06:48:00,SR-1908063,Priority 3,Fatima Demilian,Finance,Invoice,Invoice issue reported by Fatima Demilian,In Progress,,,Critical,500
2025-03-18 15:30:00,INC-1900187,Priority 4,Sadhana Patel,Finance,Invoice,Invoice issue reported by Sadhana Patel,Closed,2025-03-22 16:05:24,96.59,Low,500
2025-04-11 00:21:00,SR-1903008,Priority 1,Alfarhan Patel,IT Support,Software Install,Software Install issue reported by Alfarhan Patel,Closed,2025-04-12 11:15:00,34.9,High,200
2025-02-08 06:52:00,SR-1948570,Priority 3,Neha Dubey,HR,Payroll,Payroll issue reported by Neha Dubey,Pending,,,Medium,500
2025-03-29 23:40:00,SR-1913684,Priority 1,Neha Singh,HR,Compliance,Compliance issue reported by Neha Singh,Open,,,High,1000
2025-02-14 16:20:00,SR-1934205,Priority 3,George Singh,HR,Payroll,Payroll issue reported by George Singh,Closed,2025-02-17 12:27:48,68.13,Medium,500
2025-05-14 05:15:00,INC-1960324,Priority 2,Sadhana Fernandes,Facilities,Seating,Seating issue reported by Sadhana Fernandes,Open,,,Critical,200
2025-03-04 05:41:00,SR-1911883,Priority 1,Neha Fernandes,Facilities,Seating,Seating issue reported by Neha Fernandes,Open,,,Medium,1000
2025-07-27 00:10:00,SR-1927185,Priority 1,Ravi Wilson,Network,Bandwidth,Bandwidth issue reported by Ravi Wilson,In Progress,,,Low,5000
2025-04-19 09:10:00,SR-1911671,Priority 1,Kunal Verma,Facilities,Seating,Seating issue reported by Kunal Verma,Closed,2025-04-19 20:35:48,11.43,Medium,500
2025-03-23 00:51:00,SR-1980980,Priority 1,Priya Verma,IT Support,Software Install,Software Install issue reported by Priya Verma,Open,,,Low,3000
2025-02-22 11:41:00,SR-1963781,Priority 3,Neha Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Khan,Closed,2025-02-24 02:39:12,38.97,Low,5000
2025-06-20 14:11:00,INC-1940799,Priority 1,Neha Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Singh,In Progress,,,Medium,5000
2025-05-09 09:13:00,INC-1973702,Priority 2,Priya Dubey,Finance,Expense Claim,Expense Claim issue reported by Priya Dubey,Open,,,Critical,3000
2025-03-31 10:43:00,SR-1905848,Priority 4,George Iyer,Network,Bandwidth,Bandwidth issue reported by George Iyer,In Progress,,,Critical,5000
2025-06-12 22:14:00,SR-1983946,Priority 2,Sadhana Patel,Facilities,Transport,Transport issue reported by Sadhana Patel,Closed,2025-06-13 04:48:48,6.58,Medium,10000
2025-07-23 05:27:00,INC-1913560,Priority 4,Neha Demilian,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Demilian,Pending,,,High,200
2025-06-21 07:49:00,SR-1905068,Priority 3,David Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by David Wilson,In Progress,,,Low,10000
2025-06-26 21:14:00,INC-1924618,Priority 1,Ravi Singh,ACCOPS,Token Reset,Token Reset issue reported by Ravi Singh,Pending,,,High,1000
2025-05-08 12:43:00,SR-1904912,Priority 4,Neha Verma,HR,Compliance,Compliance issue reported by Neha Verma,Closed,2025-05-10 02:32:48,37.83,Medium,3000
2025-02-08 08:48:00,INC-1951693,Priority 3,George Verma,Finance,Expense Claim,Expense Claim issue reported by George Verma,Pending,,,Medium,3000
2025-02-11 16:08:00,SR-1924123,Priority 1,Kunal Wilson,IT Support,Email Access,Email Access issue reported by Kunal Wilson,Pending,,,High,3000
2025-03-17 07:23:00,INC-1952437,Priority 1,Neha Verma,HR,Payroll,Payroll issue reported by Neha Verma,Pending,,,Medium,500
2025-03-05 07:57:00,INC-1912237,Priority 1,David Sharma,Network,Connectivity,Connectivity issue reported by David Sharma,In Progress,,,Critical,500
2025-02-07 16:15:00,INC-1921468,Priority 2,Fatima Sharma,Facilities,Transport,Transport issue reported by Fatima Sharma,Pending,,,High,1000
2025-05-02 22:24:00,SR-1981369,Priority 1,Priya Dubey,ACCOPS,Account Access,Account Access issue reported by Priya Dubey,Pending,,,High,3000
2025-06-06 02:14:00,SR-1979781,Priority 3,Kunal Khan,Network,Connectivity,Connectivity issue reported by Kunal Khan,Open,,,Critical,1000
2025-05-08 18:06:00,INC-1923980,Priority 2,David Singh,HR,Payroll,Payroll issue reported by David Singh,Pending,,,High,3000
2025-06-03 17:51:00,INC-1951862,Priority 3,Kunal Khan,Finance,Budget Request,Budget Request issue reported by Kunal Khan,Pending,,,Low,10000
2025-04-27 21:55:00,SR-1984739,Priority 3,David Sharma,HR,Leave Policy,Leave Policy issue reported by David Sharma,Closed,2025-04-30 07:55:00,58.0,Low,1000
2025-06-19 20:44:00,SR-1913130,Priority 3,Sadhana Khan,HR,Compliance,Compliance issue reported by Sadhana Khan,Closed,2025-06-24 06:29:00,105.75,Critical,1000
2025-06-18 02:51:00,SR-1925438,Priority 4,Anjali Khan,IT Support,Software Install,Software Install issue reported by Anjali Khan,Pending,,,Medium,200
2025-03-31 13:26:00,INC-1999003,Priority 3,Alfarhan Sharma,IT Support,Software Install,Software Install issue reported by Alfarhan Sharma,Pending,,,High,200
2025-07-10 08:58:00,SR-1923462,Priority 1,Anjali Khan,IT Support,Laptop Issue,Laptop Issue issue reported by Anjali Khan,Closed,2025-07-12 17:41:48,56.73,High,200
2025-07-30 06:05:00,INC-1960734,Priority 2,George Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by George Wilson,Pending,,,Medium,10000
2025-07-10 19:56:00,SR-1978304,Priority 1,Sadhana Wilson,ACCOPS,Account Access,Account Access issue reported by Sadhana Wilson,Closed,2025-07-12 14:05:36,42.16,High,1000
2025-07-08 09:02:00,INC-1980044,Priority 2,George Patel,ACCOPS,VPN,VPN issue reported by George Patel,Open,,,High,5000
2025-02-08 01:58:00,INC-1961597,Priority 1,David Singh,Network,Connectivity,Connectivity issue reported by David Singh,In Progress,,,Critical,10000
2025-05-27 10:44:00,SR-1907261,Priority 2,Alfarhan Demilian,Network,Bandwidth,Bandwidth issue reported by Alfarhan Demilian,In Progress,,,Critical,200
2025-05-01 09:03:00,SR-1934639,Priority 3,Anjali Khan,HR,Compliance,Compliance issue reported by Anjali Khan,Closed,2025-05-04 16:31:48,79.48,Low,10000
2025-02-10 04:41:00,SR-1915519,Priority 2,Ravi Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Ravi Patel,In Progress,,,High,500
2025-05-20 05:15:00,SR-1984641,Priority 4,Sadhana Dubey,ACCOPS,Account Access,Account Access issue reported by Sadhana Dubey,In Progress,,,Low,3000
2025-07-01 03:48:00,SR-1917966,Priority 4,Priya Verma,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Verma,Pending,,,Critical,1000
2025-07-04 12:38:00,INC-1940006,Priority 4,Fatima Sharma,Finance,Expense Claim,Expense Claim issue reported by Fatima Sharma,Closed,2025-07-07 11:56:00,71.3,Critical,3000
2025-06-21 12:16:00,INC-1913256,Priority 1,Sadhana Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Sadhana Wilson,Closed,2025-06-25 16:08:12,99.87,High,500
2025-02-10 18:24:00,SR-1927017,Priority 1,George Singh,HR,Compliance,Compliance issue reported by George Singh,Pending,,,Medium,500
2025-05-09 05:47:00,SR-1907028,Priority 3,David Khan,Network,Firewall,Firewall issue reported by David Khan,Open,,,High,5000
2025-06-04 04:07:00,SR-1951605,Priority 3,Anjali Wilson,Facilities,Cafeteria,Cafeteria issue reported by Anjali Wilson,In Progress,,,Critical,3000
2025-03-25 11:32:00,SR-1905017,Priority 1,Anjali Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Dubey,Pending,,,Critical,5000
2025-02-23 22:04:00,SR-1961198,Priority 3,Anjali Khan,ACCOPS,VPN,VPN issue reported by Anjali Khan,In Progress,,,Medium,200
2025-04-16 23:26:00,INC-1935113,Priority 3,Alfarhan Iyer,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Iyer,Pending,,,Critical,5000
2025-03-27 16:37:00,SR-1989344,Priority 2,Kunal Verma,ACCOPS,Account Access,Account Access issue reported by Kunal Verma,Open,,,Low,1000
2025-03-04 14:55:00,INC-1923587,Priority 3,Ravi Patel,ACCOPS,VPN,VPN issue reported by Ravi Patel,Open,,,Medium,1000
2025-07-22 09:53:00,SR-1944682,Priority 2,George Singh,Facilities,Seating,Seating issue reported by George Singh,In Progress,,,High,10000
2025-05-20 21:50:00,INC-1941487,Priority 4,Alfarhan Wilson,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Wilson,Pending,,,Low,3000
2025-07-21 03:56:00,INC-1969774,Priority 2,Kunal Sharma,Finance,Budget Request,Budget Request issue reported by Kunal Sharma,Closed,2025-07-23 04:02:36,48.11,Low,5000
2025-03-30 21:28:00,INC-1960307,Priority 3,Kunal Fernandes,HR,Compliance,Compliance issue reported by Kunal Fernandes,Closed,2025-04-02 04:01:36,54.56,High,200
2025-03-21 04:25:00,INC-1995206,Priority 4,Anjali Singh,Facilities,Transport,Transport issue reported by Anjali Singh,Pending,,,High,200
2025-06-15 15:30:00,SR-1918332,Priority 4,Alfarhan Singh,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Singh,Closed,2025-06-17 18:39:00,51.15,Low,10000
2025-03-25 18:05:00,SR-1948874,Priority 4,Kunal Sharma,IT Support,Email Access,Email Access issue reported by Kunal Sharma,Pending,,,Critical,500
2025-03-11 06:45:00,INC-1909462,Priority 2,Ravi Wilson,IT Support,Software Install,Software Install issue reported by Ravi Wilson,In Progress,,,Medium,500
2025-02-08 22:09:00,SR-1915499,Priority 4,Alfarhan Iyer,IT Support,Laptop Issue,Laptop Issue issue reported by Alfarhan Iyer,Pending,,,Low,500
2025-06-27 18:21:00,INC-1981242,Priority 1,Sadhana Fernandes,ACCOPS,VPN,VPN issue reported by Sadhana Fernandes,Closed,2025-06-30 23:48:00,77.45,High,10000
2025-02-12 16:09:00,SR-1919555,Priority 2,Kunal Singh,Finance,Budget Request,Budget Request issue reported by Kunal Singh,Pending,,,Critical,200
2025-03-14 09:39:00,SR-1955772,Priority 2,Kunal Patel,IT Support,Software Install,Software Install issue reported by Kunal Patel,Closed,2025-03-19 05:18:00,115.65,Low,5000
2025-07-23 09:08:00,SR-1991304,Priority 2,David Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by David Khan,In Progress,,,High,3000
2025-03-02 00:50:00,SR-1911940,Priority 2,Priya Demilian,IT Support,Email Access,Email Access issue reported by Priya Demilian,In Progress,,,Critical,10000
2025-03-23 07:10:00,SR-1997959,Priority 4,David Iyer,IT Support,Software Install,Software Install issue reported by David Iyer,Open,,,Low,1000
2025-05-16 08:31:00,INC-1908028,Priority 3,Alfarhan Khan,HR,Payroll,Payroll issue reported by Alfarhan Khan,In Progress,,,Medium,500
2025-02-17 15:29:00,INC-1954303,Priority 2,Alfarhan Patel,HR,Payroll,Payroll issue reported by Alfarhan Patel,Pending,,,Critical,500
2025-02-01 03:30:00,SR-1918121,Priority 1,Neha Patel,Finance,Invoice,Invoice issue reported by Neha Patel,In Progress,,,Medium,3000
2025-07-30 20:26:00,SR-1941471,Priority 4,Alfarhan Wilson,IT Support,Software Install,Software Install issue reported by Alfarhan Wilson,In Progress,,,Low,500
2025-04-16 07:03:00,INC-1923118,Priority 4,Anjali Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Wilson,Closed,2025-04-19 05:31:48,70.48,Critical,500
2025-06-13 04:50:00,INC-1963357,Priority 1,Alfarhan Fernandes,Finance,Invoice,Invoice issue reported by Alfarhan Fernandes,In Progress,,,Low,1000
2025-04-22 03:39:00,SR-1959165,Priority 4,Anjali Singh,Facilities,Transport,Transport issue reported by Anjali Singh,Closed,2025-04-23 11:13:48,31.58,Medium,10000
2025-04-13 05:46:00,SR-1967559,Priority 4,George Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by George Wilson,Closed,2025-04-15 15:56:48,58.18,Medium,5000
2025-03-06 22:09:00,INC-1908108,Priority 1,Alfarhan Demilian,HR,Leave Policy,Leave Policy issue reported by Alfarhan Demilian,In Progress,,,Low,200
2025-03-10 04:16:00,INC-1968771,Priority 1,Priya Patel,HR,Payroll,Payroll issue reported by Priya Patel,Open,,,Low,1000
2025-05-22 09:03:00,SR-1906140,Priority 2,George Fernandes,ACCOPS,Token Reset,Token Reset issue reported by George Fernandes,Closed,2025-05-25 17:30:00,80.45,Low,10000
2025-07-02 09:18:00,INC-1930192,Priority 2,Neha Dubey,ACCOPS,Token Reset,Token Reset issue reported by Neha Dubey,In Progress,,,Medium,500
2025-05-09 21:09:00,SR-1917188,Priority 2,George Iyer,ACCOPS,VPN,VPN issue reported by George Iyer,Pending,,,High,5000
2025-05-03 23:55:00,INC-1941803,Priority 1,Ravi Patel,IT Support,Software Install,Software Install issue reported by Ravi Patel,Open,,,Medium,1000
2025-04-06 02:10:00,INC-1939596,Priority 4,David Patel,ACCOPS,Token Reset,Token Reset issue reported by David Patel,In Progress,,,High,500
2025-04-06 03:14:00,INC-1907705,Priority 2,Ravi Khan,IT Support,Email Access,Email Access issue reported by Ravi Khan,Pending,,,Medium,500
2025-05-20 11:28:00,INC-1906885,Priority 1,Priya Fernandes,Network,Bandwidth,Bandwidth issue reported by Priya Fernandes,Open,,,Medium,10000
2025-06-17 05:05:00,INC-1998536,Priority 2,Neha Verma,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Verma,Open,,,Critical,200
2025-02-06 20:48:00,INC-1970105,Priority 3,Neha Verma,HR,Leave Policy,Leave Policy issue reported by Neha Verma,In Progress,,,Low,3000
2025-04-02 18:22:00,INC-1946920,Priority 4,David Demilian,Finance,Expense Claim,Expense Claim issue reported by David Demilian,Closed,2025-04-05 00:09:24,53.79,High,500
2025-06-16 02:33:00,INC-1968356,Priority 3,Fatima Dubey,ACCOPS,VPN,VPN issue reported by Fatima Dubey,Open,,,Medium,1000
2025-05-21 03:57:00,SR-1969761,Priority 3,George Patel,Network,Connectivity,Connectivity issue reported by George Patel,Open,,,High,10000
2025-07-07 02:50:00,INC-1995007,Priority 3,George Demilian,HR,Compliance,Compliance issue reported by George Demilian,Pending,,,Low,10000
2025-06-06 20:55:00,SR-1946603,Priority 2,Ravi Sharma,ACCOPS,Token Reset,Token Reset issue reported by Ravi Sharma,In Progress,,,Critical,1000
2025-05-24 19:27:00,SR-1916144,Priority 1,Anjali Dubey,Finance,Expense Claim,Expense Claim issue reported by Anjali Dubey,Open,,,Medium,500
